Order_ID,Stock_Symbol,Queue_Position,Order_Type,Quantity,Price($),Check_Block,Timestamp
ORD00606,ADBE,20,BUY,468,146.28,SELL,2024-01-17 11:47:44
ORD01989,FVRR,17,BUY,412,176.15,SELL,2024-04-05 15:32:58
ORD00015,AAPL,1,BUY,499,170.59,SELL,2024-08-27 09:31:17
ORD01262,HOOD,40,BUY,366,60.56,SELL,2024-07-02 11:42:20
ORD03239,BBD,37,SELL,353,155.62,BUY,2024-03-22 15:00:47
ORD03319,SUZB,40,SELL,64,421.73,BUY,2024-02-05 15:10:09
ORD00009,AAPL,4,SELL,236,158.73,BUY,2024-08-27 15:44:01
ORD00890,SPOT,34,BUY,138,197.77,SELL,2024-12-10 10:41:10
ORD03149,PBR,29,BUY,411,256.1,SELL,2024-05-01 10:36:12
ORD03552,KGC,36,SELL,423,109.71,BUY,2024-02-19 14:04:01
ORD01445,NIO,20,BUY,321,112.21,SELL,2024-02-19 12:19:57
ORD00394,AMD,2,SELL,69,118.8,BUY,2024-04-24 09:49:42
ORD01583,BYND,1,SELL,125,408.67,BUY,2024-09-17 12:05:07
ORD02859,LOMA,22,BUY,257,28.98,SELL,2024-11-06 14:44:11
ORD00539,CSCO,33,BUY,460,98.8,SELL,2024-12-17 13:21:18
ORD01488,XPEV,21,SELL,281,374.77,BUY,2024-08-02 12:13:58
ORD00808,SNAP,14,BUY,388,369.86,SELL,2024-01-09 12:49:02
ORD03415,BEEF,7,BUY,372,225.41,SELL,2024-10-30 11:53:04
ORD00799,LYFT,13,BUY,76,236.91,SELL,2024-09-02 12:46:10
ORD03540,KGC,26,BUY,30,96.31,SELL,2024-02-19 13:40:59
ORD01816,UPST,4,SELL,157,459.64,BUY,2024-04-10 09:43:02
ORD02330,ABNB,18,SELL,45,425.02,BUY,2024-11-06 15:52:22
ORD02648,PAGS,36,BUY,239,72.55,SELL,2024-01-02 11:38:26
ORD01425,RIVN,6,BUY,84,171.44,SELL,2024-06-26 10:04:29
ORD02360,ABNB,17,SELL,249,463.05,BUY,2024-11-06 13:32:06
ORD03322,MGLU,31,BUY,333,218.49,SELL,2024-12-31 13:19:50
ORD00788,LYFT,19,SELL,13,220.91,BUY,2024-09-02 15:46:04
ORD01993,FVRR,6,BUY,116,181.17,SELL,2024-04-05 14:40:21
ORD01117,DOCU,2,SELL,216,58.31,BUY,2024-04-26 09:37:11
ORD01321,SOFI,24,SELL,169,396.21,BUY,2024-05-08 10:37:55
ORD03657,CDE,13,SELL,84,513.27,BUY,2024-05-28 11:35:31
ORD01553,LI,39,SELL,259,161.6,BUY,2024-10-30 09:34:12
ORD00033,AAPL,23,BUY,188,170.55,SELL,2024-08-27 11:47:58
ORD00464,ORCL,16,SELL,437,32.24,BUY,2024-07-10 15:31:35
ORD02516,DIDI,5,SELL,247,512.93,BUY,2024-05-27 10:28:14
ORD02296,HOUS,28,SELL,259,248.52,BUY,2024-09-24 13:11:40
ORD00167,TSLA,6,SELL,303,153.37,BUY,2024-12-23 12:14:03
ORD02863,LOMA,23,SELL,237,29.72,BUY,2024-11-06 11:38:40
ORD00415,BABA,24,BUY,277,440.05,SELL,2024-01-30 15:37:01
ORD00034,AAPL,5,SELL,332,174.39,BUY,2024-08-27 09:38:18
ORD00185,TSLA,28,SELL,41,149.35,BUY,2024-12-23 11:57:30
ORD03023,AGRO,8,BUY,208,91.55,SELL,2024-05-06 11:38:53
ORD03241,BRKM,23,SELL,297,75.31,BUY,2024-09-05 13:22:30
ORD03302,SUZB,27,BUY,104,417.12,SELL,2024-02-05 15:55:40
ORD01953,PTON,16,SELL,153,54.18,BUY,2024-12-26 09:54:29
ORD03750,EXK,13,BUY,169,380.72,SELL,2024-06-14 10:43:07
ORD01622,SPCE,13,SELL,429,272.42,BUY,2024-07-10 11:16:31
ORD01243,HOOD,35,BUY,371,53.57,SELL,2024-07-02 11:05:26
ORD03550,KGC,12,BUY,35,94.32,SELL,2024-02-19 15:09:34
ORD00722,UBER,7,SELL,342,511.96,BUY,2024-03-12 15:44:33
ORD01175,RBLX,26,SELL,81,98.24,BUY,2024-12-20 13:22:02
ORD00671,CRM,11,BUY,279,103.3,SELL,2024-06-10 12:24:55
ORD03332,MGLU,19,SELL,182,234.45,BUY,2024-12-31 12:30:11
ORD01747,CHGG,14,BUY,164,283.12,SELL,2024-01-08 09:47:18
ORD02425,GRAB,1,BUY,46,55.34,SELL,2024-07-18 14:47:36
ORD01557,LI,16,BUY,153,165.5,SELL,2024-10-30 11:51:45
ORD02867,LOMA,37,BUY,172,29.7,SELL,2024-11-06 09:38:45
ORD03537,KGC,33,SELL,482,98.39,BUY,2024-02-19 14:00:54
ORD02585,NU,38,SELL,398,68.78,BUY,2024-09-06 10:07:58
ORD01745,CHGG,19,SELL,421,301.72,BUY,2024-01-08 13:02:33
ORD03868,RIOT,18,SELL,408,330.67,BUY,2024-01-22 14:51:37
ORD00719,PYPL,17,BUY,14,91.38,SELL,2024-01-25 13:37:58
ORD01371,LCID,33,BUY,354,249.61,SELL,2024-03-13 13:33:30
ORD02980,BIOX,22,SELL,8,108.54,BUY,2024-05-08 15:11:28
ORD03931,HUT,40,BUY,157,357.66,SELL,2024-12-04 14:30:43
ORD02021,ETSY,10,SELL,387,312.54,BUY,2024-12-09 10:58:48
ORD02611,STNE,15,SELL,254,368.97,BUY,2024-10-31 11:25:18
ORD01627,SPCE,20,SELL,220,268.33,BUY,2024-07-10 15:39:24
ORD02426,GRAB,11,SELL,41,62.28,BUY,2024-07-18 14:37:22
ORD03054,CAAP,34,BUY,66,61.56,SELL,2024-10-11 09:53:35
ORD03008,AGRO,5,SELL,312,95.32,BUY,2024-05-06 11:03:10
ORD00600,QCOM,14,BUY,404,484.83,SELL,2024-01-25 09:44:07
ORD01748,CHGG,12,BUY,17,280.44,SELL,2024-01-08 15:37:55
ORD02352,ABNB,25,BUY,397,409.59,SELL,2024-11-06 14:38:03
ORD01430,RIVN,38,SELL,442,204.82,BUY,2024-06-26 14:43:14
ORD01115,DOCU,7,BUY,414,54.7,SELL,2024-04-26 15:12:46
ORD00643,CRM,5,BUY,58,105.37,SELL,2024-06-10 14:01:38
ORD00403,BABA,4,BUY,254,439.89,SELL,2024-01-30 11:12:50
ORD00491,IBM,10,BUY,93,272.59,SELL,2024-09-11 10:15:46
ORD02500,DIDI,25,SELL,44,501.84,BUY,2024-05-27 13:40:41
ORD01004,ROKU,18,SELL,207,253.42,BUY,2024-05-15 10:30:18
ORD02115,CVNA,39,SELL,11,295.44,BUY,2024-03-01 15:02:50
ORD03485,AEM,34,SELL,245,287.41,BUY,2024-02-09 14:13:19
ORD01879,LMND,13,BUY,156,314.66,SELL,2024-04-02 13:38:54
ORD02474,SEA,9,BUY,118,340.01,SELL,2024-04-02 10:09:05
ORD00271,NVDA,27,BUY,37,88.3,SELL,2024-11-05 15:50:29
ORD02342,ABNB,11,BUY,370,409.7,SELL,2024-11-06 14:50:17
ORD03059,CAAP,16,SELL,250,65.47,BUY,2024-10-11 14:09:49
ORD03199,ITUB,12,SELL,84,112.36,BUY,2024-03-29 13:26:29
ORD01045,ZM,22,SELL,262,289.35,BUY,2024-11-04 12:24:09
ORD03498,AEM,18,SELL,196,298.58,BUY,2024-02-09 15:01:43
ORD02794,DESP,14,SELL,499,174.6,BUY,2024-08-08 14:54:21
ORD02393,DASH,22,SELL,464,118.5,BUY,2024-12-25 15:50:56
ORD03471,GOLD,20,BUY,191,346.33,SELL,2024-05-07 13:48:13
ORD03838,MAG,17,SELL,34,88.35,BUY,2024-12-16 14:58:26
ORD02359,ABNB,2,BUY,187,442.31,SELL,2024-11-06 11:16:50
ORD02335,ABNB,24,BUY,240,410.63,SELL,2024-11-06 13:40:29
ORD00018,AAPL,13,SELL,381,182.34,BUY,2024-08-27 12:58:04
ORD03655,CDE,9,BUY,68,492.35,SELL,2024-05-28 15:57:31
ORD01211,COIN,32,BUY,343,290.13,SELL,2024-09-23 12:21:36
ORD02118,CVNA,34,SELL,336,312.98,BUY,2024-03-01 15:26:25
ORD00230,META,2,SELL,234,71.24,BUY,2024-03-04 10:46:53
ORD01118,DOCU,12,SELL,470,56.67,BUY,2024-04-26 14:48:59
ORD01293,AFRM,12,SELL,157,424.73,BUY,2024-04-02 14:58:03
ORD00496,IBM,21,BUY,212,271.42,SELL,2024-09-11 10:22:56
ORD03545,KGC,7,BUY,278,103.48,SELL,2024-02-19 09:56:59
ORD00462,ORCL,28,SELL,218,30.89,BUY,2024-07-10 10:49:45
ORD02904,CEPU,23,SELL,445,454.84,BUY,2024-09-13 10:18:02
ORD01564,BYND,32,BUY,275,390.6,SELL,2024-09-17 12:11:15
ORD02554,MELI,24,BUY,37,68.28,SELL,2024-02-16 09:49:11
ORD00319,NFLX,29,SELL,493,293.48,BUY,2024-11-05 15:48:43
ORD02454,SEA,14,BUY,459,348.75,SELL,2024-04-02 09:53:35
ORD03266,BRKM,30,BUY,74,73.49,SELL,2024-09-05 10:33:27
ORD02453,SEA,39,SELL,250,366.57,BUY,2024-04-02 12:12:51
ORD01492,XPEV,3,BUY,482,375.79,SELL,2024-08-02 15:26:23
ORD03573,AG,34,BUY,343,140.26,SELL,2024-11-12 12:55:56
ORD01290,AFRM,27,BUY,144,385.46,SELL,2024-04-02 12:55:30
ORD03323,MGLU,17,BUY,206,237.28,SELL,2024-12-31 09:57:30
ORD03519,AEM,11,SELL,36,274.19,BUY,2024-02-09 10:14:30
ORD03394,RENT,18,BUY,141,382.72,SELL,2024-12-19 14:18:45
ORD02234,RDFN,38,BUY,61,467.54,SELL,2024-10-30 14:47:55
ORD00658,CRM,38,BUY,71,98.82,SELL,2024-06-10 14:03:42
ORD01057,ZM,13,SELL,131,283.58,BUY,2024-11-04 13:02:22
ORD02120,CVNA,6,BUY,422,307.54,SELL,2024-03-01 14:14:18
ORD03195,ITUB,22,BUY,259,104.41,SELL,2024-03-29 09:58:22
ORD03895,MARA,40,BUY,86,128.97,SELL,2024-10-07 12:37:53
ORD01663,DKNG,2,BUY,427,210.27,SELL,2024-07-10 14:27:37
ORD01331,SOFI,13,SELL,197,401.64,BUY,2024-05-08 13:13:09
ORD01179,RBLX,17,SELL,335,92.46,BUY,2024-12-20 14:44:30
ORD03721,EXK,31,SELL,25,387.5,BUY,2024-06-14 14:35:49
ORD02158,OPEN,2,BUY,249,479.4,SELL,2024-03-25 10:05:06
ORD00299,NFLX,18,SELL,401,267.73,BUY,2024-11-05 15:42:43
ORD00094,GOOGL,6,BUY,475,473.05,SELL,2024-03-18 13:23:59
ORD02405,GRAB,5,BUY,433,61.53,SELL,2024-07-18 12:09:14
ORD03549,KGC,24,BUY,412,98.32,SELL,2024-02-19 13:55:15
ORD01576,BYND,21,BUY,217,356.64,SELL,2024-09-17 10:31:13
ORD03746,EXK,1,SELL,376,399.91,BUY,2024-06-14 13:52:51
ORD02887,CEPU,20,BUY,161,426.95,SELL,2024-09-13 11:29:08
ORD01794,DUOL,15,SELL,11,310.68,BUY,2024-09-16 13:10:15
ORD00024,AAPL,7,BUY,1,153.47,SELL,2024-08-27 11:38:44
ORD03351,MGLU,7,BUY,30,232.46,SELL,2024-12-31 11:37:50
ORD03624,HL,39,BUY,287,111.07,SELL,2024-07-10 10:25:20
ORD01732,CHGG,13,SELL,55,309.01,BUY,2024-01-08 15:13:21
ORD01085,DOCU,28,BUY,401,55.19,SELL,2024-04-26 14:47:32
ORD03992,BITF,32,SELL,301,298.68,BUY,2024-04-15 13:59:45
ORD02666,PAGS,11,BUY,470,72.19,SELL,2024-01-02 15:56:44
ORD02379,DASH,3,BUY,489,121.94,SELL,2024-12-25 12:55:03
ORD01273,HOOD,1,BUY,427,60.65,SELL,2024-07-02 14:56:17
ORD00306,NFLX,1,SELL,464,278.86,BUY,2024-11-05 14:12:53
ORD02903,CEPU,4,SELL,228,454.64,BUY,2024-09-13 13:16:04
ORD02762,DESP,31,SELL,194,196.48,BUY,2024-08-08 13:04:08
ORD00599,QCOM,18,BUY,120,474.21,SELL,2024-01-25 10:31:52
ORD03880,RIOT,39,BUY,383,331.07,SELL,2024-01-22 09:32:13
ORD00872,TWTR,13,SELL,152,374.63,BUY,2024-04-15 13:59:28
ORD02546,MELI,16,SELL,210,72.88,BUY,2024-02-16 10:58:08
ORD02122,OPEN,26,BUY,308,452.96,SELL,2024-03-25 15:09:36
ORD01361,LCID,23,BUY,390,228.73,SELL,2024-03-13 13:44:10
ORD01937,PTON,38,SELL,455,48.77,BUY,2024-12-26 10:43:05
ORD02759,ARCO,37,BUY,422,471.38,SELL,2024-10-17 14:18:33
ORD03645,CDE,39,SELL,408,484.04,BUY,2024-05-28 14:27:28
ORD01540,LI,6,SELL,47,161.81,BUY,2024-10-30 15:55:18
ORD02211,RDFN,22,BUY,499,459.7,SELL,2024-10-30 11:12:35
ORD01053,ZM,20,SELL,25,314.52,BUY,2024-11-04 15:54:11
ORD01567,BYND,16,BUY,15,367.88,SELL,2024-09-17 12:29:26
ORD03247,BRKM,4,SELL,117,74.87,BUY,2024-09-05 11:11:11
ORD01927,PTON,14,BUY,469,52.15,SELL,2024-12-26 13:12:48
ORD02024,ETSY,40,BUY,297,296.43,SELL,2024-12-09 09:44:56
ORD00409,BABA,18,SELL,214,456.4,BUY,2024-01-30 11:55:27
ORD00100,GOOGL,17,SELL,232,497.04,BUY,2024-03-18 11:20:36
ORD01212,COIN,31,BUY,204,297.92,SELL,2024-09-23 14:08:39
ORD01433,RIVN,20,SELL,444,192.4,BUY,2024-06-26 12:31:54
ORD00316,NFLX,16,BUY,95,288.19,SELL,2024-11-05 11:44:23
ORD01174,RBLX,2,BUY,463,93.48,SELL,2024-12-20 14:22:24
ORD01236,COIN,3,SELL,490,335.01,BUY,2024-09-23 15:16:19
ORD03160,PBR,38,SELL,242,270.26,BUY,2024-05-01 15:06:52
ORD02733,ARCO,19,SELL,77,509.12,BUY,2024-10-17 11:59:17
ORD03973,BITF,14,BUY,188,273.26,SELL,2024-04-15 13:48:33
ORD03641,CDE,19,SELL,70,458.83,BUY,2024-05-28 11:14:18
ORD00752,UBER,32,BUY,217,497.37,SELL,2024-03-12 14:10:22
ORD03116,VALE,15,BUY,466,105.65,SELL,2024-05-31 14:47:57
ORD00157,AMZN,25,SELL,406,194.59,BUY,2024-06-10 15:34:11
ORD02562,NU,12,BUY,431,71.75,SELL,2024-09-06 14:22:35
ORD00121,AMZN,31,SELL,476,202.23,BUY,2024-06-10 10:45:17
ORD01455,NIO,12,BUY,307,108.8,SELL,2024-02-19 10:21:33
ORD00512,IBM,14,BUY,274,288.07,SELL,2024-09-11 13:51:14
ORD01518,XPEV,16,BUY,215,372.1,SELL,2024-08-02 09:56:02
ORD03505,AEM,30,BUY,19,282.64,SELL,2024-02-09 13:40:53
ORD02017,ETSY,25,BUY,34,287.77,SELL,2024-12-09 15:01:37
ORD03441,GOLD,11,SELL,224,396.72,BUY,2024-05-07 12:27:57
ORD02847,LOMA,18,SELL,85,30.14,BUY,2024-11-06 10:24:58
ORD01603,SPCE,30,SELL,440,248.34,BUY,2024-07-10 14:50:49
ORD03779,GPL,35,BUY,49,71.65,SELL,2024-11-20 14:03:17
ORD03804,MAG,29,SELL,213,80.33,BUY,2024-12-16 13:07:44
ORD00677,CRM,16,SELL,262,114.8,BUY,2024-06-10 15:29:51
ORD00241,NVDA,31,SELL,449,91.5,BUY,2024-11-05 09:47:54
ORD01024,ROKU,21,BUY,46,245.74,SELL,2024-05-15 12:13:40
ORD02217,RDFN,32,SELL,398,451.35,BUY,2024-10-30 11:45:25
ORD01512,XPEV,29,SELL,195,360.15,BUY,2024-08-02 15:17:43
ORD02814,VIST,7,BUY,492,289.67,SELL,2024-04-09 13:00:12
ORD03226,BBD,29,SELL,21,156.67,BUY,2024-03-22 13:36:26
ORD03800,GPL,14,BUY,454,68.96,SELL,2024-11-20 15:07:50
ORD03764,GPL,6,SELL,382,71.46,BUY,2024-11-20 14:53:46
ORD02883,CEPU,27,BUY,360,444.4,SELL,2024-09-13 09:39:46
ORD00487,IBM,30,BUY,414,259.13,SELL,2024-09-11 11:57:59
ORD03362,RENT,35,SELL,121,426.64,BUY,2024-12-19 10:52:32
ORD01874,LMND,29,BUY,77,283.32,SELL,2024-04-02 13:18:12
ORD02462,SEA,1,BUY,499,331.51,SELL,2024-04-02 14:44:55
ORD02438,GRAB,38,BUY,15,56.49,SELL,2024-07-18 13:02:58
ORD00355,INTC,7,SELL,471,81.4,BUY,2024-07-29 11:11:43
ORD01018,ROKU,27,SELL,417,274.43,BUY,2024-05-15 10:47:52
ORD03664,CDE,15,SELL,40,470.84,BUY,2024-05-28 12:15:29
ORD01742,CHGG,6,SELL,252,318.51,BUY,2024-01-08 11:06:42
ORD02331,ABNB,10,BUY,20,435.47,SELL,2024-11-06 12:47:34
ORD02404,GRAB,32,SELL,306,62.79,BUY,2024-07-18 14:12:42
ORD01221,COIN,12,BUY,213,306.75,SELL,2024-09-23 14:32:36
ORD00052,MSFT,26,BUY,175,12.7,SELL,2024-05-08 15:38:46
ORD02723,ARCO,10,BUY,205,472.31,SELL,2024-10-17 14:16:24
ORD01721,CHGG,10,BUY,481,305.51,SELL,2024-01-08 13:36:43
ORD00074,MSFT,4,SELL,209,13.52,BUY,2024-05-08 15:03:47
ORD01689,PENN,2,SELL,452,134.79,BUY,2024-10-15 14:32:11
ORD02586,NU,1,SELL,265,72.46,BUY,2024-09-06 10:04:04
ORD00439,BABA,5,BUY,479,436.41,SELL,2024-01-30 11:52:42
ORD01475,NIO,3,SELL,474,112.66,BUY,2024-02-19 09:32:07
ORD02761,DESP,40,SELL,405,193.27,BUY,2024-08-08 15:30:09
ORD00803,SNAP,22,SELL,401,423.76,BUY,2024-01-09 12:01:41
ORD00466,ORCL,3,BUY,173,30.95,SELL,2024-07-10 15:14:49
ORD03085,VALE,3,BUY,65,114.13,SELL,2024-05-31 12:34:44
ORD01065,ZM,33,SELL,20,290.39,BUY,2024-11-04 11:40:46
ORD03911,MARA,31,SELL,351,128.76,BUY,2024-10-07 12:34:42
ORD00158,AMZN,38,SELL,248,194.36,BUY,2024-06-10 13:05:43
ORD02004,ETSY,34,SELL,85,336.29,BUY,2024-12-09 11:26:15
ORD01654,DKNG,25,SELL,240,196.75,BUY,2024-07-10 13:52:57
ORD00053,MSFT,34,BUY,253,14.21,SELL,2024-05-08 09:48:40
ORD01345,SOFI,8,BUY,405,370.41,SELL,2024-05-08 10:48:04
ORD00221,META,21,SELL,32,72.55,BUY,2024-03-04 11:20:00
ORD00565,QCOM,2,SELL,475,502.55,BUY,2024-01-25 09:39:18
ORD00027,AAPL,16,SELL,42,169.53,BUY,2024-08-27 12:50:21
ORD01584,BYND,34,BUY,275,388.78,SELL,2024-09-17 13:25:39
ORD02015,ETSY,5,SELL,409,328.79,BUY,2024-12-09 14:35:12
ORD00215,META,12,BUY,168,71.31,SELL,2024-03-04 11:26:09
ORD02058,WMT,26,BUY,46,140.94,SELL,2024-02-23 14:14:03
ORD00938,SHOP,1,SELL,129,169.87,BUY,2024-03-29 15:28:11
ORD00552,CSCO,27,SELL,142,100.48,BUY,2024-12-17 11:36:15
ORD03027,AGRO,12,SELL,307,102.95,BUY,2024-05-06 09:59:17
ORD02587,NU,14,SELL,26,74.56,BUY,2024-09-06 13:44:19
ORD00326,INTC,9,BUY,111,71.98,SELL,2024-07-29 09:46:56
ORD03271,BRKM,19,BUY,194,75.0,SELL,2024-09-05 13:00:35
ORD03976,BITF,18,SELL,233,266.91,BUY,2024-04-15 09:53:11
ORD01671,DKNG,5,BUY,493,209.6,SELL,2024-07-10 14:53:57
ORD00830,SNAP,40,SELL,408,392.66,BUY,2024-01-09 13:30:09
ORD03117,VALE,18,SELL,474,115.72,BUY,2024-05-31 15:26:37
ORD00753,UBER,25,BUY,323,484.76,SELL,2024-03-12 13:19:33
ORD03703,FSM,33,BUY,347,125.92,SELL,2024-09-23 15:17:13
ORD03238,BBD,26,SELL,187,160.78,BUY,2024-03-22 13:40:46
ORD02477,SEA,15,SELL,135,336.2,BUY,2024-04-02 15:42:15
ORD00045,MSFT,8,BUY,260,13.82,SELL,2024-05-08 14:45:57
ORD03988,BITF,23,SELL,23,301.58,BUY,2024-04-15 10:02:08
ORD01554,LI,3,SELL,11,173.52,BUY,2024-10-30 14:22:37
ORD00502,IBM,3,BUY,300,278.34,SELL,2024-09-11 15:41:48
ORD02399,DASH,31,SELL,180,118.59,BUY,2024-12-25 11:25:32
ORD00977,SQ,29,SELL,459,25.58,BUY,2024-02-08 11:54:27
ORD02528,MELI,33,SELL,452,70.92,BUY,2024-02-16 10:33:33
ORD01193,RBLX,4,BUY,57,89.57,SELL,2024-12-20 10:41:54
ORD00811,SNAP,27,SELL,174,443.13,BUY,2024-01-09 11:39:31
ORD01000,SQ,39,SELL,100,26.16,BUY,2024-02-08 13:55:43
ORD00569,QCOM,33,BUY,42,457.11,SELL,2024-01-25 12:53:22
ORD02793,DESP,22,SELL,213,180.96,BUY,2024-08-08 11:52:47
ORD03809,MAG,24,SELL,421,80.43,BUY,2024-12-16 14:01:00
ORD02032,ETSY,15,BUY,76,288.09,SELL,2024-12-09 14:22:07
ORD00367,AMD,36,BUY,271,104.25,SELL,2024-04-24 10:52:09
ORD00458,ORCL,22,BUY,332,29.65,SELL,2024-07-10 12:59:07
ORD00257,NVDA,4,SELL,15,100.15,BUY,2024-11-05 10:05:58
ORD02187,EXPI,32,BUY,444,326.62,SELL,2024-02-14 14:22:25
ORD02271,COMP,19,SELL,384,474.16,BUY,2024-10-14 14:23:39
ORD01477,NIO,31,SELL,316,120.97,BUY,2024-02-19 12:55:11
ORD00577,QCOM,36,BUY,45,429.07,SELL,2024-01-25 13:11:16
ORD02340,ABNB,7,SELL,330,424.94,BUY,2024-11-06 13:36:21
ORD02141,OPEN,22,BUY,364,433.22,SELL,2024-03-25 13:25:33
ORD02283,HOUS,5,BUY,66,223.06,SELL,2024-09-24 12:04:42
ORD03737,EXK,38,SELL,281,412.39,BUY,2024-06-14 13:26:28
ORD01765,DUOL,21,BUY,326,305.43,SELL,2024-09-16 10:36:24
ORD02305,HOUS,4,SELL,105,241.21,BUY,2024-09-24 10:23:30
ORD02894,CEPU,14,BUY,166,437.2,SELL,2024-09-13 11:43:14
ORD00292,NFLX,8,SELL,425,301.54,BUY,2024-11-05 13:03:12
